UserID,ProductID,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
A1JIOBEWHVV8MC,B000PGCBZG,B007PELEA4,B000JKX6QG,B000S8BOU4,B002EK89E8,B00208729W
A1JIOBEWHVV8MC,B000J3I66S,B000RG30CM,B00004X109,B002ALTKBM,B000RKWDS0,B006A2K9VC
A1JIOBEWHVV8MC,B000BCJVN4,B000QS10IC,B0026L7B94,B0001GDECY,B000FMTAZY,B003BLTDT4
A1JIOBEWHVV8MC,B000F31KLA,B0006HW5XC,B000S5KJ8K,B002ALTKBM,B000QCO1WA,B000YYTXTG
A1JIOBEWHVV8MC,B000FNS52M,B006LYP2VQ,B000WN00FK,B000RNY6PU,B002ROB01U,B0028NNIK6
A1JIOBEWHVV8MC,B000V6R4CK,B002ABX29I,B006J6YTWY,B000RNY6PU,B000G1EWZ2,B00080FGQU
A1JIOBEWHVV8MC,B00020YZFO,B000TXZ9S6,B0002GTTHC,B000KKW04E,B00013J86I,B006S6BKZO
A1JIOBEWHVV8MC,B00077D42W,B001O9DTOK,B006JSIA7M,B0027G8CP0,B00006HVMG,B00013G0X2
A1JIOBEWHVV8MC,B000PF9QQ4,B00057A2UQ,B002AKKCN8,B002LJVKW0,B002KEFO6O,B006CVZB64
A1JIOBEWHVV8MC,B000100CMK,B000BOBEHI,B00GKU0URC,B006LYP2VQ,B006ETTBHY,B00E1JGCTO
A1JIOBEWHVV8MC,B000BKTPRI,B00AUQTGHW,B000EDZSW8,B000ASTKWQ,B00063KO6G,B000RNY6PU
A1JIOBEWHVV8MC,B00026V8N0,B000MUUFR6,B002Z3BH2A,B005B3VO24,B001JKVJ4Q,B000WMW7KC
A1JIOBEWHVV8MC,B000BC1F7O,B00001RME9,B0021AEF1M,B000DZXNTW,B002IFUQPO,B002JLZMN8
A1JIOBEWHVV8MC,B000OBMX00,B000BKTPRI,B00006HOLT,B000SIHFJ8,B00EYI8CW2,B000NLJCCS
A1JIOBEWHVV8MC,B00080H63Q,B006IKHOBO,B0082CH614,B0009B0N2U,B00E8S7ZFI,B0004NE5KO
A1JIOBEWHVV8MC,B000W5H574,B00008NUZ0,B0002J1QO8,B002DB10SA,B0064VNCFY,B000HVKCRS
A1JIOBEWHVV8MC,B0008FUCL4,B002NSZVK6,B000X2CYFO,B000Q5W8WC,B000853QIU,B002MA5B28
A1JIOBEWHVV8MC,B0009W9P8M,B000AUKVA4,B000YA1Z14,B000UHJ8EW,B000AOYWVE,B000F762R8
A1JIOBEWHVV8MC,B00001QEAE,B004LEQYNS,B000U0Z4I8,B0006Q7FH4,B0003V3UGM,B0037TQ68Q
A1JIOBEWHVV8MC,B000KEJFUW,B00006HMPH,B00081A2CW,B001KSY4M6,B00004VVUL,B000QBPWKQ
A1JIOBEWHVV8MC,B000RG30CM,B006KGOY3M,B002IQ2CY6,B002TEQK9U,B0067PLK5G,B000SKQZ3S
A1JIOBEWHVV8MC,B000PHOFZE,B0002VG3OO,B000UHVR5K,B002LLRO78,B006EV5R1Q,B000ILGFDC
A1JIOBEWHVV8MC,B0002Q22Z8,B00HG122FW,B000W3V3EM,B002621OPU,B000AB3B0U,B002SD94KE
A1JIOBEWHVV8MC,B000WGS5B8,B00E8S7ZFI,B006PYHYXG,B000068EAH,B000E3CO8O,B002Z3BH2A
A1JIOBEWHVV8MC,B0002J1QO8,B006NPYY4E,B00E0DUR6K,B00EIRV5L4,B006P8E368,B006IVL5UO
A1JIOBEWHVV8MC,B000K7NM3A,B002MFYGHE,B000TCYXO8,B000X7GJOG,B000138VGQ,B0084ENRYU
A1JIOBEWHVV8MC,B000GIOA5C,B00008Y0UR,B0007YUKZY,B000S8BOU4,B0028K2TX6,B000BJSYSU
A1JIOBEWHVV8MC,B000JMDQGO,B004DSD56Q,B000AEQQQ8,B000OZNKTY,B002W800W6,B00007J5W6
A1JIOBEWHVV8MC,B00069UF4G,B000Z3LRYU,B000AAX5C0,B000RGGU4M,B000RXZW3K,B002AG6HJ0
A1JIOBEWHVV8MC,B000B76PME,B0023SJCII,B002EE9W6I,B000GF3VKU,B00008J7P3,B0067PLK5G
A1JIOBEWHVV8MC,B000Y8K8U0,B000CRUA88,B000932ACO,B000F762R8,B002JGKI6O,B000ZOTJFI
A1JIOBEWHVV8MC,B000A2AL1G,B002MFYGHE,B00E5H2GM4,B006Z69SG0,B00006B9EG,B000E2D4ZW
A1JIOBEWHVV8MC,B000F1WDSG,B000UBF9ZA,B0025EX3XK,B0000UV0HW,B00001QEAE,B0025WEE2Q
A1JIOBEWHVV8MC,B0006VPP1M,B000K50HH6,B000SKQZ3S,B000SSP6Z8,B0067STEAQ,B00019AA5K
A1JIOBEWHVV8MC,B000XBIYN6,B000TFOXYU,B004XJDSJ4,B002GJ5Z0S,B002HSYI2Y,B002ARFJY8
A1JIOBEWHVV8MC,B0002AHQSW,B000KKXI7W,B001PYHLTS,B0007L729Y,B006RAF0NY,B0003V577C
A1JIOBEWHVV8MC,B00009TSJZ,B00E78FTRU,B006V4NCKO,B0002GRUJ6,B006UGU4RM,B000EMK4HI
A1JIOBEWHVV8MC,B000E4BATC,B000MXWVMA,B002RAH0AY,B000THV2YM,B002Y9CPE4,B006J6YTWY
A1JIOBEWHVV8MC,B000YDDI34,B00CF6DEYG,B002N8JJ04,B00E35NUVY,B000IXUI5G,B002Y9CPE4
A1JIOBEWHVV8MC,B0003009JE,B005TH0B26,B000UTIB6Q,B000H2CHP2,B000YA1Z14,B00005OP33
A1JIOBEWHVV8MC,B00008XOH6,B0026L7B94,B0061SY15U,B00009UTLU,B000DZCRPS,B000EDZSW8
A1JIOBEWHVV8MC,B000QYN9LW,B007STNKJE,B0007UQMFA,B0000AZJYC,B0038PNNIU,B00246NEAQ
A1JIOBEWHVV8MC,B000HSEEUM,B00008NV1D,B00017LSDU,B000AUKVA4,B000M1H2US,B004UNEEZK
A1JIOBEWHVV8MC,B000U5A7O4,B00007LA29,B002UDTNOY,B00207PQAK,B0001B1AJS,B002HVIUE8
A1JIOBEWHVV8MC,B0003069Z2,B0062ZQ9KW,B005FO6FTG,B0035F650Q,B0041G69FO,B002WZZIP8
A1JIOBEWHVV8MC,B000EHULQW,B000EDZSW8,B008EHWLYY,B00BUQUVQQ,B000P9W216,B0061HBKTQ
A1JIOBEWHVV8MC,B000UZUFGY,B009UKZV0A,B000YSU8YG,B004URDPPQ,B006KYXHBE,B0022TOK2Q
A1JIOBEWHVV8MC,B000IXUI5G,B006RAF0NY,B00GIOUKWU,B0004EUTF8,B0022VJZDS,B002WDP26K
A1JIOBEWHVV8MC,B000DZACIC,B0041FA8H0,B000AAX5C0,B006WX7VFG,B000VKMFI4,B0000DK6FZ
A1JIOBEWHVV8MC,B0004LZ1N6,B00EKQ58XE,B0003044KO,B000093IKE,B0002J1QO8,B000TPUTIE
A1JIOBEWHVV8MC,B00007KJUU,B002HVIUE8,B002NGGTMC,B0080E40A4,B0098FKHA6,B002YAO15Y
A1JIOBEWHVV8MC,B000UZMZQW,B002JM94CW,B0076HMC4C,B000LQKA6C,B00069NYYE,B000F6X7WC
A1JIOBEWHVV8MC,B000VILMO4,B000G62F88,B0062ZQ9KW,B000TJRG36,B008VF4ACA,B00009R6HM
A1JIOBEWHVV8MC,B00043L6SI,B006D7Z69E,B002IFUQPO,B0014GX98Y,B000N1Q1OA,B0060KPNCO
A1JIOBEWHVV8MC,B00000J3WH,B000XQ07TK,B0009P3OGS,B0040T6HHC,B000O3OESM,B000POFA1A
A1JIOBEWHVV8MC,B0003MUQ72,B000JJSQ8U,B000PHS8HK,B000T5NKT4,B009HFU770,B006KYXHBE
A1JIOBEWHVV8MC,B00006BAQA,B0030G81GQ,B002CIZV48,B000Y8K8U0,B0027FGW3K,B000K2T7ZC
A1JIOBEWHVV8MC,B000AAX5C0,B000IQWVLW,B002IFUQPO,B0028T0VNW,B000RKWDS0,B005AVI2JA
A1JIOBEWHVV8MC,B000KL2Z7K,B000GQS39S,B000FCR48E,B00277F6LC,B006SUWZH2,B00024L6S4
A1JIOBEWHVV8MC,B000ZEVNYS,B0002GRUI2,B00GDXVOX0,B002EA5MUM,B000W3V3EM,B004Y4V6EW
A1JIOBEWHVV8MC,B0000668GS,B002TIUNPI,B000CMGIRA,B00026V8N0,B002GJ5Z0S,B000MTRWYQ
A1JIOBEWHVV8MC,B000U0Z4I8,B000V6R4CK,B00009UU2Q,B000UIN784,B00013BNWK,B00009QOP8
A1JIOBEWHVV8MC,B00021ZVL0,B006P25SJ0,B000EUFJXE,B00008IP5J,B000QGKIJG,B0005924K0
A1JIOBEWHVV8MC,B000WH6XZM,B00HWSN9SI,B000EVOOO8,B00EVZDW00,B0005924K0,B00009W3I2
A1JIOBEWHVV8MC,B000HVKCRS,B00E8S7ZFI,B000GYHRLA,B006DKOGVU,B000TD5G1G,B007RSKB8Y
A1JIOBEWHVV8MC,B000F5HQFW,B0000206CY,B000QJF69A,B002PAQY9O,B000KJLVO0,B008WYHKUO
A1JIOBEWHVV8MC,B000ANF8D6,B000VR5RAK,B002959NI4,B000ZPJ79A,B00FAK98KS,B006GTQ71U
A1JIOBEWHVV8MC,B000EDZSW8,B00E1JGCTO,B000XQ07TK,B00GEG1KO4,B00000J4ER,B00078NIUY
A1JIOBEWHVV8MC,B000850C28,B000I3SBOG,B000DZCRPS,B0007COA0W,B00EBCBKD4,B000BOBEHI
A1JIOBEWHVV8MC,B000RP25HY,B0001DZKE2,B002KNI43U,B000LMTC24,B000YKP6B4,B0024L6IWW
A1JIOBEWHVV8MC,B000UTKDGW,B000UOOIEA,B001UKH1RO,B0063MPVO4,B000AQ5JDC,B00EENYR9O
A1JIOBEWHVV8MC,B000DZZR32,B000THV2YM,B00125Z02U,B00020IR3U,B002IS6Z88,B000YDDI34
A1JIOBEWHVV8MC,B000GYW9TA,B00081PR7C,B0006GQLUQ,B000BTI3UE,B000QGKIJG,B0003009JE
A1JIOBEWHVV8MC,B00081RYDM,B002GXUUNQ,B002AR40CK,B000J36PCU,B002RCY9ZQ,B0003MYBZA
A1JIOBEWHVV8MC,B00006B9EG,B003FYBK70,B002WZZIP8,B002JJLARC,B000M4KISI,B00EA42F28
A1JIOBEWHVV8MC,B000O5ZG8M,B00063XYZE,B00005CA33,B002C5JADO,B000I3SBOG,B002MOQNI0
A1JIOBEWHVV8MC,B000MVDIQ0,B00EABK5SW,B000I14TEE,B00271CA12,B000SRU636,B002C9AB6A
A1JIOBEWHVV8MC,B000VQYJ1O,B000ZOINIW,B000F9Q3PM,B000GT49AC,B00CVD9A64,B002NSZVK6
A1JIOBEWHVV8MC,B000KKGPRW,B008KT8XOI,B000302YQA,B00023CJI6,B00004ZBRV,B000H9BV6Q
A1JIOBEWHVV8MC,B000YYTXTG,B00EKMUDS8,B002VBLDUW,B000AAX5C0,B00005OP33,B0002J1QO8
A1JIOBEWHVV8MC,B000E17BWK,B000XCTJP2,B003L770U2,B006CVZB64,B000CPYWI4,B00JEE3OYW
A1JIOBEWHVV8MC,B000SIHFJ8,B000MXVE1E,B000AUOC7C,B00246NEAQ,B000PHS8HK,B000F42S7O
A1JIOBEWHVV8MC,B000X4SRPS,B002DRG9VC,B00005Y6P5,B000AQ5JDC,B000PF9QQ4,B001G4SHYA
A1JIOBEWHVV8MC,B000I21Z4U,B003IDEZE8,B006GH8VI4,B0053B1VW2,B0025Z24XE,B000WMW7KC
A1JIOBEWHVV8MC,B0000V1IZU,B007Q01RDG,B002L6HC6G,B000AUIM9G,B00G0JS7ZK,B002AKKCN8
A1JIOBEWHVV8MC,B0009P3OGS,B000LXXPS0,B0004NE5KO,B002Q70M9O,B000TDGIR2,B002HLDKM0
A1JIOBEWHVV8MC,B000066S2R,B006FF6HRE,B0050VXSZI,B000M1H2US,B0000BZZGG,B00A01RJIK
A1JIOBEWHVV8MC,B000TM712E,B00005AY9J,B006LO8R54,B00689OIO6,B000GIOA5C,B002V1F6Y6
A1JIOBEWHVV8MC,B000M4CS5E,B000W3V3EM,B0001B1AJS,B00284T0QG,B00005ABC1,B0003ZZVV0
A1JIOBEWHVV8MC,B00015H0WU,B000HHLM5S,B000I14TEE,B000XSBJRW,B00E7ZJSM0,B00ET9Z580
A1JIOBEWHVV8MC,B00009R970,B002HMNPLK,B00023CJI6,B000CPYWI4,B00262IDRM,B00021ZVL0
A1JIOBEWHVV8MC,B000MNB8WO,B00IZEBL8S,B0002Y4WV2,B00E5H2GM4,B000ASTKWQ,B000IBHZXQ
A1JIOBEWHVV8MC,B000Q8Q000,B001QTCJI0,B0009JLTHA,B000WGJUB2,B002Z3BH2A,B002WN7Z2O
A1JIOBEWHVV8MC,B000J1CCD8,B000W4CH8C,B000PGAPR2,B007JZPNOW,B008K6C5YK,B002SKTUE2
A1JIOBEWHVV8MC,B000IEQTVW,B000854RJ2,B000GYHRLA,B0026T3IAC,B000EDZSW8,B002F6GROK
A1JIOBEWHVV8MC,B00006HSM2,B002OQ1J12,B000XOQ084,B000CS0302,B003097PAG,B00007LA29
A1JIOBEWHVV8MC,B00001SI8P,B002V9N9D8,B000TFS5JO,B00220PJ7U,B000AOYWVE,B0062JZGJS
A1JIOBEWHVV8MC,B000AUIM9G,B00029X1JQ,B000GKLIH8,B000A1J9IS,B00066HMJA,B006BIJ6XC
A1JIOBEWHVV8MC,B000VH9VAM,B0007WHJQO,B000302YQA,B002Y0TV1I,B000AV6QTI,B0003V577C
A1JIOBEWHVV8MC,B000A3949K,B000F3O9FE,B003ARSYZ8,B0000BZL8N,B00005KJUG,B005TK9TT4
A1JIOBEWHVV8MC,B0009M72LO,B0000C8WP9,B006X11WSO,B00EL29S1U,B000CD8BCY,B0024E2DMI
A1JIOBEWHVV8MC,B000F7BQZ6,B000F1WDSG,B00EYQFGRS,B006HAQHA4,B002FU6IQS,B000QCO1WA
A1JIOBEWHVV8MC,B000853QIU,B0003V3UGM,B000LPWFFM,B00005AY9J,B006IU50RY,B00005CA33
A1JIOBEWHVV8MC,B0007SMQN4,B002DRG9VC,B000GKLIH8,B000E1S3OA,B002WAKPWE,B000I566J6
A1JIOBEWHVV8MC,B000GYHRLA,B0063XZBWU,B002EOYC9A,B00EE21IE2,B000DIMG1A,B0000A4EX3
A1JIOBEWHVV8MC,B00013G0X2,B000GB1NUO,B00ET9Z580,B0041S3LTE,B002IS6Z88,B0091KYV28
A1JIOBEWHVV8MC,B000RNLD56,B00020IR3U,B000QE7J7C,B00E3QSU3G,B000ILZGPA,B008R29EPA
A1JIOBEWHVV8MC,B0004NE5KO,B006LUTECI,B000DZACIC,B00038V00S,B0025MGJ2E,B000ULLN1Y
A1JIOBEWHVV8MC,B000SJ83E8,B006HAVPYC,B000050GO3,B00E3GPRIW,B000DZXNTW,B0002Q22Z8
A1JIOBEWHVV8MC,B00005Y6P5,B00FTEYNT6,B000MR33Y6,B00EPS1QWE,B000ZEVNYS,B002PAQY9O
A1JIOBEWHVV8MC,B000DZCRPS,B002ECE8DM,B000YWETHE,B006AR976K,B0003QOV7O,B0057JC08Y
A1JIOBEWHVV8MC,B00004ZBRV,B000JQB4C8,B0066D065E,B006VYSWW2,B0063K65NM,B0014GZETG
A1JIOBEWHVV8MC,B0000206CY,B000R4J1I6,B00029X1JQ,B000DZZR32,B0003MYBZA,B006HYLYR6
A1JIOBEWHVV8MC,B000HHLM5S,B000O3TGG2,B009H5M9EE,B002C9AB6A,B00069UF4G,B0061RNTBI
A1JIOBEWHVV8MC,B000NOP9EA,B002L6HC6G,B008P5P96M,B000WU7QYG,B00EIRV5L4,B000DZZR32
A1JIOBEWHVV8MC,B00007J5W6,B000QBS0JG,B002ABX29I,B000Z8FIUE,B006WFUH64,B000JMFWMU
A1JIOBEWHVV8MC,B000JJN07C,B000IIBHGK,B0006VPP1M,B002EK89E8,B002ISHMZS,B000G62F88
A1JIOBEWHVV8MC,B000NPCI0M,B004KVC0A8,B000K7NM3A,B002X75H60,B002KNI43U,B00030EYOK
A1JIOBEWHVV8MC,B000WCP1YQ,B00079TE9W,B00E78FTRU,B000UZCR56,B0021RBYQY,B002DB10SA
A1JIOBEWHVV8MC,B000ZPONSK,B002XG7EO4,B000U10X10,B002UF96Q2,B002DQAL9Y,B000LJMOYK
A1JIOBEWHVV8MC,B0004002XQ,B002GXUUNQ,B000WN00FK,B0062U5PPM,B000JMFWMU,B000S69336
A1JIOBEWHVV8MC,B0002BBTCK,B000PG8S30,B00013J86I,B000VG0NAU,B000RDMDA0,B00723PF4O
A1JIOBEWHVV8MC,B00063XYZE,B000LSG5KU,B0005Z7EI6,B002GJ5Z0S,B000OBMX00,B00EE21IE2
A1JIOBEWHVV8MC,B00004SPT8,B000W45766,B000PEBBK4,B00ENNUWO4,B002WHU9NW,B000G62F88
A1JIOBEWHVV8MC,B000DZTCTW,B000IKIP04,B00CHHTLRM,B006W0WBJK,B002EVP7KG,B000H6QQFU
A1JIOBEWHVV8MC,B00005AY9J,B00503ISEM,B000ZPONSK,B000LPDPQ0,B000WX2T7C,B00030EYOK
A1JIOBEWHVV8MC,B00009QOP8,B002BRWU08,B000GJ5IZW,B000HD0HJO,B00E823YOU,B00ESQIHLG
A1JIOBEWHVV8MC,B000MQNLCG,B006BIJ6XC,B00E85ZCBK,B000S69336,B000CQ73PW,B0009M72LO
A1JIOBEWHVV8MC,B000XCTJP2,B00021ZVL0,B002QC7QBQ,B0000AE6C3,B000Z995H0,B005Y7TW94
A1JIOBEWHVV8MC,B0009PRHOS,B0067G584Y,B00032Q310,B000XSBJRW,B000TTJPP8,B005JHRSJ0
A1JIOBEWHVV8MC,B000CS5ZXC,B000XFX2KM,B000067O5K,B00247GK7E,B00APY5M5O,B000Z9B5HS
A1JIOBEWHVV8MC,B0004EUTF8,B0014GX98Y,B0084ENRYU,B0008090W6,B006W0WBJK,B000MNB8WO
A1JIOBEWHVV8MC,B00029U112,B000AY8D8C,B00456U2TO,B002E5737W,B006OJ68AM,B00059R7AC
A1JIOBEWHVV8MC,B0001D56SM,B00281678I,B006J9A5GK,B000J00Z5G,B00EE21IE2,B0011E4NSO
A1JIOBEWHVV8MC,B000WHIRW4,B00005A8SO,B0023SJCII,B000IF8WX4,B00698W0Z0,B002ALTKBM
A1JIOBEWHVV8MC,B000W4AF3G,B0067PIWXO,B000XOKZ8U,B000QVEJB4,B000068EAH,B002HLDKM0
A1JIOBEWHVV8MC,B000F9Q3PM,B000BCJVN4,B000BC1F7O,B000LQZNZ0,B000U29M6Q,B000XSBJRW
A1JIOBEWHVV8MC,B000SRTOHU,B000E7AKEU,B002GXUUNQ,B002HEMYBU,B00000J057,B0022USJPO
A1JIOBEWHVV8MC,B00016W6NC,B00414ULNM,B00317A1G2,B00023DRK0,B002WN7Z2O,B00519UDGG
A1JIOBEWHVV8MC,B00006HOLT,B000CQ10XI,B002IFUQPO,B000F7BQZ6,B002IP8XR2,B00083G7X8
A1JIOBEWHVV8MC,B000UZCR56,B00605UPU4,B006DKOGVU,B000LEUZUK,B00AUXYI96,B002DGTGO0
A1JIOBEWHVV8MC,B000X4553A,B000MLGNN0,B00AI15P6U,B00009QOP8,B000JQV8E2,B000HKIJ92
A1JIOBEWHVV8MC,B00005UKA7,B000CRHJKA,B006AR976K,B0067PLK5G,B000U10X10,B00EIAFREW
A1JIOBEWHVV8MC,B00019AA5K,B0004NMG46,B002UKZ93G,B000U3EDVY,B0067NDFF6,B002NHEZZ4
A1JIOBEWHVV8MC,B000E1EDGC,B00GEG1KO4,B004UNEEZK,B00006B9EG,B0026QZKU6,B000V614PI
A1JIOBEWHVV8MC,B000SKQZ3S,B0002BEVR0,B00BSQZEJM,B00DQZQVH2,B00017LSDU,B00EB3IDAQ
A1JIOBEWHVV8MC,B00024L6S4,B00C205REK,B0027O6TYI,B000X3EOX8,B005IPLBHI,B006P25SJ0
A1JIOBEWHVV8MC,B000S5W7BC,B000I3SBOG,B002KHRFQI,B000UTKDGW,B00021ZVL0,B00BSQZEJM
A1JIOBEWHVV8MC,B000S9MBQO,B0062ZQ9KW,B000RO47KI,B000O3TGG2,B00B2FMEE2,B000UMPMOC
A1JIOBEWHVV8MC,B0007L729Y,B0004NMG46,B0000BZL9Q,B00E823YOU,B00020YZFO,B0087N5ZDO
A1JIOBEWHVV8MC,B000OP4OV2,B006UGU4RM,B006D9W050,B000S5KJ8K,B00E0DUR6K,B006JVWO1W
A1JIOBEWHVV8MC,B000N7VPZO,B0009PRHOS,B000P6G7T2,B000CMGIRA,B002DQAL9Y,B002S56G8A
A1JIOBEWHVV8MC,B000234W1I,B000O3TGG2,B0009B0N2U,B006GTQ71U,B0027HWIPY,B00016W6NC
A1JIOBEWHVV8MC,B000TAT6OC,B000WX2T7C,B00009PRZC,B00013BNWK,B00005OP33,B002IS6Z88
A1JIOBEWHVV8MC,B000C46OCC,B000G62F88,B000QAUGJY,B000ASTKWQ,B001C3WCBO,B000Q6030U
A1JIOBEWHVV8MC,B000G6U2W4,B0067PLK5G,B006M15D8U,B00006HSM2,B00009R970,B007G5AXO0
A1JIOBEWHVV8MC,B00023DRK0,B000BKTPRI,B000KLU39W,B000066S2R,B000JQV8E2,B000LEUZUK
A1JIOBEWHVV8MC,B000KL35DI,B000CRX440,B000KIQTJS,B009KFZH5Y,B003C13SSA,B0000AE6C3
A1JIOBEWHVV8MC,B00006BAEB,B00FL3BQJ0,B000TLXCDW,B006LYP2VQ,B002TJ1ZRW,B002JGKI6O
A1JIOBEWHVV8MC,B000HKIJ92,B00EPS1QWE,B00009VQD5,B00065DGY6,B00EKZICGU,B006X11WSO
A1JIOBEWHVV8MC,B000AB3B0U,B002NHEZZ4,B00004Z7DT,B002DGTGO0,B000M4CS5E,B009AQ9HPE
A1JIOBEWHVV8MC,B000LPWFFM,B000BC1F7O,B000QJF69A,B006JTP920,B000CMGIRA,B002MIT5ZE
A1JIOBEWHVV8MC,B00006JPWY,B009NLJAZS,B00013BNWK,B000P9MJ64,B000A2SV18,B00EKZICGU
A1JIOBEWHVV8MC,B000TDGIR2,B00138GQBA,B006SUWZH2,B000S60P2Y,B00111GKB0,B006WX7VFG
A1JIOBEWHVV8MC,B0000AE6AH,B000BKE8TS,B002YCIN9W,B002K8O6L4,B004IHEI1S,B000E5RJJ6
A1JIOBEWHVV8MC,B00039RZ2E,B002L71QJO,B008J4ROTY,B000UHJ8EW,B000TXZ9S6,B0021FHE6K
A1JIOBEWHVV8MC,B000WM8LN4,B002KNM6HU,B0025WEE2Q,B002EOYC9A,B000850C28,B000E7AKEU
A1JIOBEWHVV8MC,B000P9MJ64,B000COCR3M,B002AG6HJ0,B000UBF9ZA,B000CRUA88,B000BJSYSU
A1JIOBEWHVV8MC,B00004ZCB4,B000NWEK2Y,B000QS2WL6,B002YFP8BK,B000RT8CM2,B00E8Z0XB4
A1JIOBEWHVV8MC,B000GOF9YM,B00026V8N0,B0006GQLUQ,B0001WNNQU,B000092TT2,B000QE7J7C
A1JIOBEWHVV8MC,B000Y1NKSY,B000ZI3TN2,B004Y9OQ4O,B002TEQK9U,B000S5VTR0,B000OV5UOQ
A1JIOBEWHVV8MC,B0002BEVR0,B006HGOJN0,B000069VAZ,B00698W0Z0,B000RXZW3K,B00EMI01DW
A1JIOBEWHVV8MC,B000092TT2,B000S60P2Y,B003097PAG,B000QJF69A,B002665NXA,B000853QIU
A1JIOBEWHVV8MC,B00009VQD5,B000HD0HJO,B000NK8MI4,B002EA5MUM,B006KGOY3M,B002KK0FVW
